Airline,Date_of_Journey,Source,Destination,Route,Distance,via_1,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,Flight_Category,market_share
Air India,27-05-19,Delhi,Cochin,DEL → LKO → BOM → COK,2670,LKO,12:20,19:15,1855,2 stops,No info,12488,Mid,0.020984595
Jet Airways,18-05-19,Kolkata,Banglore,CCU → BOM → BLR,2507,BOM,8:25,19:50,685,1 stop,In-flight meal not included,10844,High,0.096462869
Air India,03-06-19,Delhi,Cochin,DEL → AMD → BOM → COK,6416,AMD,16:40,19:15,1595,2 stops,No info,9968,Mid,0.029230629
Jet Airways,18-05-19,Banglore,Delhi,BLR → DEL,1740,No,18:55,22:00,185,non-stop,In-flight meal not included,5198,High,0.007989665
Jet Airways,01-05-19,Kolkata,Banglore,CCU → BOM → BLR,2507,BOM,14:05,4:40,875,1 stop,In-flight meal not included,8586,High,0.096462869
IndiGo,18-05-19,Chennai,Kolkata,MAA → CCU,1366,No,11:35,14:00,145,non-stop,No info,4332,Low,0.002469661
IndiGo,06-05-19,Kolkata,Banglore,CCU → MAA → BLR,1650,MAA,8:10,13:00,290,1 stop,No info,5069,Low,0.008095207
Jet Airways,06-05-19,Banglore,Delhi,BLR → DEL,1740,No,8:20,11:20,180,non-stop,In-flight meal not included,4544,High,0.007989665
Multiple carriers,03-03-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,4:00,15:30,690,1 stop,No info,14973,High,0.042119816
Air India,12-03-19,Banglore,New Delhi,BLR → BOM → IDR → GWL → DEL,2157,BOM,6:45,18:05,2120,3 stops,No info,13387,Mid,0.024396627
SpiceJet,09-06-19,Banglore,Delhi,BLR → DEL,1740,No,5:55,8:35,160,non-stop,No info,3625,Low,0.001630798
Jet Airways,24-05-19,Kolkata,Banglore,CCU → DEL → BLR,3299,DEL,9:35,14:25,1730,1 stop,In-flight meal not included,10703,High,0.096462869
IndiGo,24-03-19,Kolkata,Banglore,CCU → BLR,1559,No,15:10,17:45,155,non-stop,No info,7615,Low,0.00489338
IndiGo,27-05-19,Banglore,Delhi,BLR → DEL,1740,No,18:25,21:20,175,non-stop,No info,4823,Low,0.005391613
Jet Airways,06-03-19,Banglore,New Delhi,BLR → BOM → DEL,2251,BOM,11:40,5:05,1045,1 stop,No info,16736,High,0.066758984
Jet Airways,09-05-19,Kolkata,Banglore,CCU → BOM → BLR,2507,BOM,21:10,12:00,890,1 stop,In-flight meal not included,9663,High,0.096462869
Multiple carriers,18-05-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,8:30,19:00,630,1 stop,No info,9205,High,0.039017972
Jet Airways,09-05-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,22:50,4:25,335,1 stop,No info,15554,High,0.055619755
SpiceJet,15-05-19,Mumbai,Hyderabad,BOM → HYD,622,No,22:45,0:15,90,non-stop,No check-in baggage included,1965,Low,0.00100085
Air India,15-06-19,Kolkata,Banglore,CCU → BLR,1559,No,14:15,16:45,150,non-stop,No info,5510,Mid,0.012242244
Multiple carriers,09-05-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,10:20,19:15,535,1 stop,No info,8266,High,0.039017972
IndiGo,27-05-19,Mumbai,Hyderabad,BOM → HYD,622,No,16:55,18:25,90,non-stop,No info,3175,Low,0.002190093
SpiceJet,09-05-19,Delhi,Cochin,DEL → PNQ → COK,2518,PNQ,8:45,13:15,270,1 stop,No check-in baggage included,4760,Low,0.001071112
Multiple carriers,27-05-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,8:45,21:00,735,1 stop,No info,7740,High,0.039017972
Jet Airways,15-05-19,Kolkata,Banglore,CCU → BOM → BLR,2507,BOM,14:05,23:35,570,1 stop,No info,13941,High,0.096462869
Air Asia,06-06-19,Delhi,Cochin,DEL → BLR → COK,2107,BLR,16:45,7:10,865,1 stop,No info,11410,Low,0.003236609
Jet Airways,01-04-19,Kolkata,Banglore,CCU → BOM → BLR,2507,BOM,16:30,19:50,1640,1 stop,No info,12681,High,0.009633932
Jet Airways,06-05-19,Delhi,Cochin,DEL → JAI → BOM → COK,2218,JAI,9:40,12:35,1615,2 stops,No info,15129,High,0.055619755
Jet Airways,12-06-19,Delhi,Cochin,DEL → JAI → BOM → COK,2218,JAI,5:30,19:00,810,2 stops,In-flight meal not included,10368,High,0.092673869
Air India,21-05-19,Kolkata,Banglore,CCU → JAI → DEL → BLR,3340,JAI,8:20,20:25,725,2 stops,No info,12324,Mid,0.032907883
SpiceJet,15-04-19,Kolkata,Banglore,CCU → BLR,1559,No,17:10,19:40,150,non-stop,No check-in baggage included,3841,Low,0.003339504
Jet Airways,24-06-19,Delhi,Cochin,DEL → JAI → BOM → COK,2218,JAI,5:30,4:25,1375,2 stops,No info,13014,High,0.092673869
IndiGo,27-06-19,Delhi,Cochin,DEL → HYD → COK,2118,HYD,6:50,22:30,940,1 stop,No info,6442,Low,0.016803179
Jet Airways,18-05-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,14:00,19:00,300,1 stop,In-flight meal not included,12373,High,0.055619755
Jet Airways,12-03-19,Banglore,New Delhi,BLR → BOM → DEL,2251,BOM,8:55,23:00,845,1 stop,No info,13817,High,0.066758984
IndiGo,24-06-19,Banglore,Delhi,BLR → DEL,1740,No,18:55,21:50,175,non-stop,No info,4823,Low,0.005589388
Jet Airways,27-03-19,Delhi,Cochin,DEL → MAA → BOM → COK,4579,MAA,5:10,4:25,1395,2 stops,In-flight meal not included,9412,High,0.040169935
Air India,27-05-19,Delhi,Cochin,DEL → GOI → BOM → COK,3013,GOI,22:00,19:15,1275,2 stops,No info,10231,Mid,0.020984595
Jet Airways,09-04-19,Banglore,Delhi,BLR → DEL,1740,No,15:50,18:45,175,non-stop,No info,7229,High,0.007482835
SpiceJet,24-03-19,Banglore,New Delhi,BLR → DEL,1740,No,9:35,12:30,175,non-stop,No check-in baggage included,4273,Low,0.002740599
Jet Airways,18-05-19,Kolkata,Banglore,CCU → BOM → BLR,2507,BOM,18:55,20:45,1550,1 stop,In-flight meal not included,10844,High,0.096462869
IndiGo,27-05-19,Delhi,Cochin,DEL → MAA → COK,2744,MAA,2:00,7:25,325,1 stop,No info,7164,Low,0.012972695
Jet Airways,27-06-19,Banglore,Delhi,BLR → DEL,1740,No,7:10,10:10,180,non-stop,In-flight meal not included,6478,High,0.009650841
Jet Airways,12-05-19,Banglore,Delhi,BLR → DEL,1740,No,7:10,10:10,180,non-stop,In-flight meal not included,5198,High,0.007989665
SpiceJet,27-04-19,Banglore,Delhi,BLR → DEL,1740,No,5:55,8:35,160,non-stop,No check-in baggage included,4319,Low,0.002278387
Jet Airways,27-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,19:15,12:35,1040,1 stop,In-flight meal not included,10262,High,0.092673869
Vistara,18-05-19,Delhi,Cochin,DEL → COK,2081,No,14:40,17:50,190,non-stop,No info,6741,Mid,0.000609016
Jet Airways,06-06-19,Kolkata,Banglore,CCU → BOM → BLR,2507,BOM,14:05,22:35,510,1 stop,No info,14571,High,0.03720203
Air India,01-03-19,Banglore,New Delhi,BLR → MAA → DEL,2468,MAA,11:50,23:55,725,1 stop,Change airports,26092,Mid,0.024396627
Air India,27-06-19,Delhi,Cochin,DEL → GOI → BOM → COK,3013,GOI,10:55,19:15,500,2 stops,No info,11753,Mid,0.029230629
Jet Airways,21-03-19,Banglore,New Delhi,BLR → BOM → DEL,2251,BOM,8:00,23:00,900,1 stop,In-flight meal not included,7832,High,0.066758984
Vistara,01-05-19,Kolkata,Banglore,CCU → DEL → BLR,3299,DEL,7:10,20:20,790,1 stop,No info,8610,Mid,0.009582484
Jet Airways,12-06-19,Kolkata,Banglore,CCU → BOM → BLR,2507,BOM,14:05,22:35,510,1 stop,No info,13626,High,0.03720203
Jet Airways,09-06-19,Delhi,Cochin,DEL → JAI → BOM → COK,2218,JAI,9:40,12:35,1615,2 stops,In-flight meal not included,10368,High,0.092673869
IndiGo,18-06-19,Mumbai,Hyderabad,BOM → HYD,622,No,2:35,4:05,90,non-stop,No info,2754,Low,0.002158096
Jet Airways,06-06-19,Kolkata,Banglore,CCU → DEL → BLR,3299,DEL,17:00,18:00,1500,1 stop,No info,12692,High,0.03720203
IndiGo,01-03-19,Banglore,New Delhi,BLR → DEL,1740,No,10:05,13:00,175,non-stop,No info,10067,Low,0.011442832
GoAir,03-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,10:35,19:35,540,1 stop,No info,4959,Low,0.001867654
Air India,01-03-19,Banglore,New Delhi,BLR → BOM → IDR → DEL,2019,BOM,8:50,11:10,1580,2 stops,No info,19372,Mid,0.024396627
Air India,18-05-19,Mumbai,Hyderabad,BOM → HYD,622,No,6:20,7:40,80,non-stop,No info,3100,Mid,0.001061985
Multiple carriers,15-05-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,7:30,21:00,810,1 stop,No info,8405,High,0.039017972
Multiple carriers,27-05-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,11:30,21:00,570,1 stop,In-flight meal not included,6943,High,0.039017972
SpiceJet,27-04-19,Kolkata,Banglore,CCU → BLR,1559,No,17:10,19:40,150,non-stop,No check-in baggage included,3841,Low,0.003339504
SpiceJet,06-06-19,Mumbai,Hyderabad,BOM → HYD,622,No,22:45,0:15,90,non-stop,No info,2017,Low,0.000960816
Vistara,01-05-19,Kolkata,Banglore,CCU → DEL → BLR,3299,DEL,17:00,10:45,1065,1 stop,No info,9187,Mid,0.009582484
Jet Airways,12-05-19,Kolkata,Banglore,CCU → BOM → BLR,2507,BOM,8:25,19:50,685,1 stop,No info,13941,High,0.096462869
Jet Airways,21-03-19,Delhi,Cochin,DEL → MAA → BOM → COK,4579,MAA,19:15,18:50,1415,2 stops,In-flight meal not included,8938,High,0.040169935
SpiceJet,18-05-19,Banglore,Delhi,BLR → DEL,1740,No,9:30,12:20,170,non-stop,No check-in baggage included,4319,Low,0.001911711
SpiceJet,01-04-19,Banglore,Delhi,BLR → DEL,1740,No,21:10,0:05,175,non-stop,No check-in baggage included,3573,Low,0.002278387
SpiceJet,03-05-19,Kolkata,Banglore,CCU → BLR,1559,No,9:00,11:25,145,non-stop,No check-in baggage included,3841,Low,0.004804334
Jet Airways,27-06-19,Delhi,Cochin,DEL → COK,2081,No,11:00,14:15,195,non-stop,In-flight meal not included,7202,High,0.092673869
Vistara,09-06-19,Kolkata,Banglore,CCU → DEL → BLR,3299,DEL,17:00,22:55,355,1 stop,No info,9187,Mid,0.004067785
GoAir,03-06-19,Delhi,Cochin,DEL → AMD → COK,2414,AMD,7:25,13:35,370,1 stop,No info,6976,Low,0.001867654
Jet Airways,21-05-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,18:15,12:35,1100,1 stop,In-flight meal not included,12898,High,0.055619755
Jet Airways,27-05-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,2:15,4:25,1570,1 stop,In-flight meal not included,12898,High,0.055619755
Jet Airways,15-06-19,Delhi,Cochin,DEL → IDR → BOM → COK,2240,IDR,21:25,19:00,1295,2 stops,In-flight meal not included,10588,High,0.092673869
Air India,24-06-19,Delhi,Cochin,DEL → GOI → BOM → COK,3013,GOI,22:00,19:15,1275,2 stops,No info,9181,Mid,0.029230629
Jet Airways,03-03-19,Banglore,New Delhi,BLR → BOM → DEL,2251,BOM,5:45,5:05,1400,1 stop,In-flight meal not included,11087,High,0.066758984
Jet Airways,27-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,7:05,12:35,330,1 stop,In-flight meal not included,10262,High,0.092673869
Jet Airways,06-04-19,Delhi,Cochin,DEL → COK,2081,No,11:00,14:15,195,non-stop,In-flight meal not included,4886,High,0.003787518
IndiGo,21-03-19,Delhi,Cochin,DEL → BBI → COK,3243,BBI,2:35,8:30,355,1 stop,No info,8470,Low,0.019701721
Air India,21-05-19,Kolkata,Banglore,CCU → GAU → IMF → DEL → BLR,4149,GAU,9:50,23:15,805,3 stops,No info,14960,Mid,0.032907883
SpiceJet,09-05-19,Kolkata,Banglore,CCU → BLR,1559,No,6:55,9:30,155,non-stop,No info,3873,Low,0.004804334
Air India,09-03-19,Delhi,Cochin,DEL → AMD → BOM → COK,6416,AMD,16:40,19:15,1595,2 stops,No info,11911,Mid,0.021058997
Air India,15-06-19,Delhi,Cochin,DEL → BLR → COK,2107,BLR,9:45,23:00,795,1 stop,No info,8907,Mid,0.029230629
SpiceJet,09-05-19,Chennai,Kolkata,MAA → CCU,1366,No,8:20,10:35,135,non-stop,No check-in baggage included,3859,Low,0.001831062
Air Asia,24-06-19,Kolkata,Banglore,CCU → BLR,1559,No,22:50,1:20,150,non-stop,No info,3807,Low,0.002156656
Air Asia,06-03-19,Kolkata,Banglore,CCU → BLR,1559,No,10:20,12:55,155,non-stop,No info,4384,Low,0.001443527
Multiple carriers,03-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,4:55,12:35,460,1 stop,No info,11622,High,0.055466841
Vistara,24-03-19,Banglore,New Delhi,BLR → DEL,1740,No,19:40,22:20,160,non-stop,No info,4563,Mid,0.005058522
SpiceJet,01-04-19,Mumbai,Hyderabad,BOM → HYD,622,No,13:15,14:45,90,non-stop,No check-in baggage included,1965,Low,0.000144559
Air India,24-04-19,Kolkata,Banglore,CCU → BLR,1559,No,20:45,23:20,155,non-stop,No info,4145,Mid,0.004157444
Jet Airways,24-03-19,Kolkata,Banglore,CCU → BOM → BLR,2507,BOM,21:10,20:40,1410,1 stop,In-flight meal not included,10031,High,0.012528831
Air India,01-03-19,Banglore,New Delhi,BLR → HYD → DEL,1720,HYD,17:00,23:10,370,1 stop,No info,11628,Mid,0.024396627
Jet Airways,15-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,7:05,12:35,330,1 stop,In-flight meal not included,10262,High,0.092673869
SpiceJet,24-06-19,Mumbai,Hyderabad,BOM → HYD,622,No,13:15,14:45,90,non-stop,No info,2017,Low,0.000960816
Vistara,27-04-19,Delhi,Cochin,DEL → COK,2081,No,6:00,9:10,190,non-stop,No info,6216,Mid,0.000713965
Multiple carriers,15-05-19,Delhi,Cochin,DEL → GWL → IDR → BOM → COK,2378,GWL,11:35,1:30,835,3 stops,No info,16294,High,0.039017972
IndiGo,03-06-19,Banglore,Delhi,BLR → DEL,1740,No,4:00,6:50,170,non-stop,No info,3943,Low,0.005589388
Multiple carriers,27-05-19,Delhi,Cochin,DEL → HYD → COK,2118,HYD,14:55,22:30,455,1 stop,No info,7038,High,0.039017972
SpiceJet,09-03-19,Banglore,New Delhi,BLR → PNQ → DEL,1891,PNQ,10:20,18:15,475,1 stop,No info,7294,Low,0.002740599
SpiceJet,06-04-19,Kolkata,Banglore,CCU → BLR,1559,No,9:00,11:25,145,non-stop,No info,3873,Low,0.003339504
Air India,18-06-19,Mumbai,Hyderabad,BOM → HYD,622,No,13:55,15:25,90,non-stop,No info,3100,Mid,0.000962987
Multiple carriers,27-05-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,10:00,19:00,540,1 stop,No info,12507,High,0.039017972
Air Asia,21-05-19,Delhi,Cochin,DEL → BLR → COK,2107,BLR,7:55,22:30,875,1 stop,No info,6152,Low,0.001487584
Air India,01-04-19,Kolkata,Banglore,CCU → GAU → BLR,3345,GAU,9:50,21:05,675,1 stop,No info,8030,Mid,0.004157444
Jet Airways,18-06-19,Banglore,Delhi,BLR → DEL,1740,No,8:20,11:20,180,non-stop,In-flight meal not included,5769,High,0.009650841
IndiGo,06-06-19,Kolkata,Banglore,CCU → BLR,1559,No,17:15,19:50,155,non-stop,No info,4804,Low,0.005787152
Air India,18-05-19,Delhi,Cochin,DEL → MAA → COK,2744,MAA,9:45,9:25,1420,1 stop,No info,8372,Mid,0.020984595
Jet Airways,15-03-19,Banglore,New Delhi,BLR → MAA → DEL,2468,MAA,9:45,14:25,280,1 stop,No info,8578,High,0.066758984
Air India,18-05-19,Delhi,Cochin,DEL → GOI → BOM → COK,3013,GOI,22:00,19:15,1275,2 stops,No info,11228,Mid,0.020984595
Air India,01-05-19,Kolkata,Banglore,CCU → GAU → DEL → BLR,3693,GAU,9:50,8:55,1385,2 stops,No info,13227,Mid,0.032907883
IndiGo,15-03-19,Banglore,New Delhi,BLR → DEL,1740,No,20:00,22:55,175,non-stop,No info,8855,Low,0.011442832
Multiple carriers,12-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,3:50,12:35,525,1 stop,No info,12192,High,0.055466841
Jet Airways,27-06-19,Delhi,Cochin,DEL → AMD → BOM → COK,6416,AMD,23:05,19:00,1195,2 stops,No info,12819,High,0.092673869
IndiGo,27-06-19,Banglore,Delhi,BLR → DEL,1740,No,6:05,8:50,165,non-stop,No info,3943,Low,0.005589388
Multiple carriers,09-03-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,0:20,12:55,755,1 stop,In-flight meal not included,18260,High,0.042119816
Air India,18-04-19,Banglore,Delhi,BLR → DEL,1740,No,6:10,8:55,165,non-stop,No info,5228,Mid,0.002403422
Jet Airways,12-06-19,Delhi,Cochin,DEL → ATQ → BOM → COK,2877,ATQ,12:15,4:25,970,2 stops,No info,14300,High,0.092673869
Air India,01-05-19,Kolkata,Banglore,CCU → BBI → BOM → BLR,3882,BBI,12:00,18:30,1830,2 stops,No info,10151,Mid,0.032907883
IndiGo,06-05-19,Kolkata,Banglore,CCU → MAA → BLR,1650,MAA,17:35,22:15,280,1 stop,No info,5699,Low,0.008095207
Vistara,21-05-19,Kolkata,Banglore,CCU → DEL → BLR,3299,DEL,7:10,10:45,1655,1 stop,No info,9187,Mid,0.009582484
Vistara,06-06-19,Kolkata,Banglore,CCU → DEL → BLR,3299,DEL,20:20,9:05,765,1 stop,No info,8452,Mid,0.004067785
Multiple carriers,21-03-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,2:15,13:20,665,1 stop,No info,13961,High,0.042119816
Jet Airways,24-06-19,Banglore,Delhi,BLR → DEL,1740,No,7:10,10:10,180,non-stop,In-flight meal not included,5769,High,0.009650841
Multiple carriers,24-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,7:30,19:00,690,1 stop,No info,10877,High,0.055466841
IndiGo,09-04-19,Banglore,Delhi,BLR → DEL,1740,No,23:30,2:20,170,non-stop,No info,4591,Low,0.006068435
Air India,06-05-19,Kolkata,Banglore,CCU → BOM → AMD → BLR,3596,BOM,9:25,5:25,1200,2 stops,No info,17732,Mid,0.032907883
Jet Airways,09-05-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,18:15,4:25,610,1 stop,In-flight meal not included,12373,High,0.055619755
Air Asia,27-06-19,Kolkata,Banglore,CCU → BLR,1559,No,19:55,22:25,150,non-stop,No info,3807,Low,0.002156656
Vistara,09-06-19,Kolkata,Banglore,CCU → DEL → BLR,3299,DEL,7:10,20:20,790,1 stop,No info,9555,Mid,0.004067785
Air Asia,06-06-19,Banglore,Delhi,BLR → DEL,1740,No,11:10,13:55,165,non-stop,No info,4483,Low,0.001082166
Jet Airways,12-05-19,Kolkata,Banglore,CCU → BOM → BLR,2507,BOM,14:05,20:45,400,1 stop,No info,14781,High,0.096462869
Jet Airways,18-05-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,19:15,19:00,1425,1 stop,In-flight meal not included,12373,High,0.055619755
IndiGo,21-05-19,Delhi,Cochin,DEL → HYD → COK,2118,HYD,6:50,12:10,320,1 stop,No info,5530,Low,0.012972695
IndiGo,18-05-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,8:30,21:00,750,1 stop,No info,7081,Low,0.012972695
Jet Airways,15-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,9:00,12:35,1655,1 stop,In-flight meal not included,10262,High,0.092673869
Multiple carriers,27-05-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,11:40,19:15,455,1 stop,No info,9316,High,0.039017972
Jet Airways,09-05-19,Kolkata,Banglore,CCU → BOM → BLR,2507,BOM,6:30,18:15,705,1 stop,In-flight meal not included,10844,High,0.096462869
IndiGo,01-05-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,7:30,21:00,810,1 stop,No info,8542,Low,0.012972695
IndiGo,15-04-19,Banglore,Delhi,BLR → DEL,1740,No,16:55,19:55,180,non-stop,No info,4823,Low,0.006068435
Air India,06-03-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,4:00,7:40,1660,1 stop,No info,12940,Mid,0.021058997
Jet Airways,06-06-19,Kolkata,Banglore,CCU → BOM → BLR,2507,BOM,21:10,4:40,450,1 stop,No info,13374,High,0.03720203
Multiple carriers,21-03-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,11:30,21:00,570,1 stop,No info,13062,High,0.042119816
Jet Airways,21-06-19,Banglore,Delhi,BLR → DEL,1740,No,18:55,22:00,185,non-stop,No info,8541,High,0.009650841
Jet Airways,24-03-19,Kolkata,Banglore,CCU → BOM → BLR,2507,BOM,13:55,10:05,1210,1 stop,In-flight meal not included,11134,High,0.012528831
Jet Airways,21-03-19,Banglore,New Delhi,BLR → BOM → DEL,2251,BOM,8:55,19:10,615,1 stop,In-flight meal not included,7832,High,0.066758984
Multiple carriers,09-05-19,Delhi,Cochin,DEL → HYD → COK,2118,HYD,13:15,22:30,555,1 stop,No info,8888,High,0.039017972
Jet Airways,12-05-19,Kolkata,Banglore,CCU → BOM → BLR,2507,BOM,18:55,9:20,865,1 stop,In-flight meal not included,9663,High,0.096462869
Multiple carriers,06-03-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,7:05,15:30,505,1 stop,No info,17267,High,0.042119816
Jet Airways,21-03-19,Banglore,New Delhi,BLR → BOM → DEL,2251,BOM,20:35,11:25,890,1 stop,In-flight meal not included,7832,High,0.066758984
Vistara,18-03-19,Banglore,New Delhi,BLR → DEL,1740,No,19:40,22:20,160,non-stop,No info,12123,Mid,0.005058522
Multiple carriers,15-05-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,17:00,1:30,510,1 stop,No info,8073,High,0.039017972
SpiceJet,12-04-19,Banglore,Delhi,BLR → DEL,1740,No,9:30,12:20,170,non-stop,No info,4991,Low,0.002278387
GoAir,12-06-19,Banglore,Delhi,BLR → DEL,1740,No,20:55,23:40,165,non-stop,No info,3419,Low,0.000956845
Jet Airways,27-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,19:45,19:00,1395,1 stop,In-flight meal not included,10262,High,0.092673869
Jet Airways,01-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,19:45,12:35,1010,1 stop,In-flight meal not included,10262,High,0.092673869
Air Asia,03-04-19,Kolkata,Banglore,CCU → BLR,1559,No,22:50,1:20,150,non-stop,No info,3807,Low,0.001321457
IndiGo,03-03-19,Mumbai,Hyderabad,BOM → HYD,622,No,12:00,13:25,85,non-stop,No info,5755,Low,0.002908452
Jet Airways,01-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,21:50,4:25,395,1 stop,In-flight meal not included,10262,High,0.092673869
Air India,21-05-19,Delhi,Cochin,DEL → HYD → BOM → COK,2945,HYD,17:15,7:40,865,2 stops,No info,13039,Mid,0.020984595
Jet Airways,21-03-19,Banglore,New Delhi,BLR → BOM → DEL,2251,BOM,8:55,21:20,745,1 stop,In-flight meal not included,7832,High,0.066758984
IndiGo,09-03-19,Chennai,Kolkata,MAA → CCU,1366,No,7:55,10:15,140,non-stop,No info,6297,Low,0.003638946
Jet Airways,24-06-19,Mumbai,Hyderabad,BOM → HYD,622,No,19:35,21:05,90,non-stop,In-flight meal not included,3210,High,0.004235087
Multiple carriers,03-03-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,10:20,21:00,640,1 stop,No info,15147,High,0.042119816
IndiGo,24-06-19,Mumbai,Hyderabad,BOM → HYD,622,No,9:10,10:40,90,non-stop,No info,4049,Low,0.002158096
Jet Airways,12-06-19,Delhi,Cochin,DEL → LKO → BOM → COK,2670,LKO,9:25,12:35,1630,2 stops,No info,13882,High,0.092673869
Air India,21-05-19,Kolkata,Banglore,CCU → BOM → BLR,2507,BOM,9:25,21:50,745,1 stop,No info,8366,Mid,0.032907883
Jet Airways,15-03-19,Banglore,New Delhi,BLR → BOM → DEL,2251,BOM,22:50,7:40,530,1 stop,In-flight meal not included,9134,High,0.066758984
IndiGo,03-04-19,Banglore,Delhi,BLR → DEL,1740,No,8:30,11:20,170,non-stop,No info,4823,Low,0.006068435
Air India,09-04-19,Kolkata,Banglore,CCU → MAA → BLR,1650,MAA,14:35,14:35,1440,1 stop,No info,5006,Mid,0.004157444
Air India,01-06-19,Delhi,Cochin,DEL → MAA → COK,2744,MAA,12:30,9:25,1255,1 stop,No info,7480,Mid,0.029230629
Jet Airways,06-06-19,Kolkata,Banglore,CCU → BOM → BLR,2507,BOM,16:30,22:35,365,1 stop,In-flight meal not included,10844,High,0.03720203
Jet Airways,01-04-19,Kolkata,Banglore,CCU → BOM → BLR,2507,BOM,20:00,8:15,735,1 stop,In-flight meal not included,7064,High,0.009633932
IndiGo,21-06-19,Kolkata,Banglore,CCU → BLR,1559,No,14:25,16:55,150,non-stop,No info,5224,Low,0.005787152
Air Asia,15-03-19,Kolkata,Banglore,CCU → BLR,1559,No,10:20,12:55,155,non-stop,No info,4384,Low,0.001443527
Multiple carriers,01-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,13:00,1:30,750,1 stop,No info,13377,High,0.055466841
